week,value,parameter,percentile,paper
21.0,0.0016159018164545777,BPD_AC,95,Vintzileos I (1987)
22.0,0.001666544668737405,BPD_AC,95,Vintzileos I (1987)
23.0,0.0015475398873626997,BPD_AC,95,Vintzileos I (1987)
24.0,0.0015687739058736006,BPD_AC,95,Vintzileos I (1987)
25.0,0.0015870212305534434,BPD_AC,95,Vintzileos I (1987)
26.0,0.0016663853630621405,BPD_AC,95,Vintzileos I (1987)
27.0,0.001840256201012029,BPD_AC,95,Vintzileos I (1987)
28.0,0.0018895874339981392,BPD_AC,95,Vintzileos I (1987)
29.0,0.0017398024654270278,BPD_AC,95,Vintzileos I (1987)
30.0,0.001967659993668064,BPD_AC,95,Vintzileos I (1987)
31.0,0.0020194145383248814,BPD_AC,95,Vintzileos I (1987)
32.0,0.0019526780597364122,BPD_AC,95,Vintzileos I (1987)
33.0,0.001998247070648535,BPD_AC,95,Vintzileos I (1987)
34.0,0.0018978556126802734,BPD_AC,95,Vintzileos I (1987)
35.0,0.0021896135698025866,BPD_AC,95,Vintzileos I (1987)
36.0,0.002070599633357707,BPD_AC,95,Vintzileos I (1987)
37.0,0.00231254064987037,BPD_AC,95,Vintzileos I (1987)
38.0,0.002389887455545921,BPD_AC,95,Vintzileos I (1987)
39.0,0.0024161093476500377,BPD_AC,95,Vintzileos I (1987)
40.0,0.0025808502156768696,BPD_AC,95,Vintzileos I (1987)
41.0,0.002167026818108627,BPD_AC,95,Vintzileos I (1987)
42.0,0.0025039912852952463,BPD_AC,95,Vintzileos I (1987)
43.0,0.009212781414965817,BPD_AC,95,Vintzileos I (1987)
44.0,0.005049337279904219,BPD_AC,95,Vintzileos I (1987)
10.0,0.5563206224609445,BPD_T,95,Vintzileos I (1987)
11.0,0.553635456734927,BPD_T,95,Vintzileos I (1987)
12.0,0.5127694612737981,BPD_T,95,Vintzileos I (1987)
13.0,0.504902458125804,BPD_T,95,Vintzileos I (1987)
14.0,0.5272739947359019,BPD_T,95,Vintzileos I (1987)
15.0,0.48330840476296283,BPD_T,95,Vintzileos I (1987)
16.0,0.4904596623690334,BPD_T,95,Vintzileos I (1987)
17.0,0.48507474276579243,BPD_T,95,Vintzileos I (1987)
18.0,0.4644473763430213,BPD_T,95,Vintzileos I (1987)
19.0,0.448645917910776,BPD_T,95,Vintzileos I (1987)
20.0,0.4434123432973195,BPD_T,95,Vintzileos I (1987)
21.0,0.44890246875724543,BPD_T,95,Vintzileos I (1987)
22.0,0.4340150982408983,BPD_T,95,Vintzileos I (1987)
23.0,0.4366210990111026,BPD_T,95,Vintzileos I (1987)
24.0,0.42788906250808617,BPD_T,95,Vintzileos I (1987)
25.0,0.4164307822282431,BPD_T,95,Vintzileos I (1987)
26.0,0.4225519380495412,BPD_T,95,Vintzileos I (1987)
27.0,0.429733643017007,BPD_T,95,Vintzileos I (1987)
28.0,0.4123357463469302,BPD_T,95,Vintzileos I (1987)
29.0,0.3894072805343739,BPD_T,95,Vintzileos I (1987)
30.0,0.4070088314292941,BPD_T,95,Vintzileos I (1987)
31.0,0.38436614264293345,BPD_T,95,Vintzileos I (1987)
32.0,0.3838140414151303,BPD_T,95,Vintzileos I (1987)
33.0,0.3856998326376015,BPD_T,95,Vintzileos I (1987)
34.0,0.36690355234109523,BPD_T,95,Vintzileos I (1987)
35.0,0.3500719889956986,BPD_T,95,Vintzileos I (1987)
36.0,0.3387210848223383,BPD_T,95,Vintzileos I (1987)
37.0,0.3219613400686457,BPD_T,95,Vintzileos I (1987)
38.0,0.3118482571672336,BPD_T,95,Vintzileos I (1987)
39.0,0.3089352540076998,BPD_T,95,Vintzileos I (1987)
40.0,0.31517949457313493,BPD_T,95,Vintzileos I (1987)
41.0,0.3017289710367491,BPD_T,95,Vintzileos I (1987)
42.0,0.31210772120149893,BPD_T,95,Vintzileos I (1987)
43.0,0.25757210616085413,BPD_T,95,Vintzileos I (1987)
44.0,0.16924092915000485,BPD_T,95,Vintzileos I (1987)
10.0,0.4438012488408712,AC_T,95,Vintzileos I (1987)
11.0,0.4465268673957934,AC_T,95,Vintzileos I (1987)
12.0,0.48942778027860834,AC_T,95,Vintzileos I (1987)
13.0,0.49669244913120986,AC_T,95,Vintzileos I (1987)
14.0,0.4731514759199189,AC_T,95,Vintzileos I (1987)
15.0,0.5178773338792221,AC_T,95,Vintzileos I (1987)
16.0,0.5110155665258409,AC_T,95,Vintzileos I (1987)
17.0,0.5163441259701061,AC_T,95,Vintzileos I (1987)
18.0,0.5361886770512847,AC_T,95,Vintzileos I (1987)
19.0,0.5520621034987725,AC_T,95,Vintzileos I (1987)
20.0,0.5581373477078281,AC_T,95,Vintzileos I (1987)
21.0,0.5528210379081469,AC_T,95,Vintzileos I (1987)
22.0,0.567752232732434,AC_T,95,Vintzileos I (1987)
23.0,0.5650247175419859,AC_T,95,Vintzileos I (1987)
24.0,0.5737743211125014,AC_T,95,Vintzileos I (1987)
25.0,0.5852468653248052,AC_T,95,Vintzileos I (1987)
26.0,0.579201341830123,AC_T,95,Vintzileos I (1987)
27.0,0.5721941663132556,AC_T,95,Vintzileos I (1987)
28.0,0.5896345619897823,AC_T,95,Vintzileos I (1987)
29.0,0.6124107913374551,AC_T,95,Vintzileos I (1987)
30.0,0.5950339590408313,AC_T,95,Vintzileos I (1987)
31.0,0.61772401468702,AC_T,95,Vintzileos I (1987)
32.0,0.6182088209507633,AC_T,95,Vintzileos I (1987)
33.0,0.6163688802739403,AC_T,95,Vintzileos I (1987)
34.0,0.6350601011749136,AC_T,95,Vintzileos I (1987)
35.0,0.6521788004119258,AC_T,95,Vintzileos I (1987)
36.0,0.6634089183191457,AC_T,95,Vintzileos I (1987)
37.0,0.680406676661229,AC_T,95,Vintzileos I (1987)
38.0,0.6905948810041475,AC_T,95,Vintzileos I (1987)
39.0,0.6935321637950962,AC_T,95,Vintzileos I (1987)
40.0,0.6874527779734362,AC_T,95,Vintzileos I (1987)
41.0,0.700490834070859,AC_T,95,Vintzileos I (1987)
42.0,0.6904435493309025,AC_T,95,Vintzileos I (1987)
43.0,0.7516621074547682,AC_T,95,Vintzileos I (1987)
44.0,0.8358282887104928,AC_T,95,Vintzileos I (1987)
10.0,0.7074388247598531,BPD,50,Warsof (1977)
11.0,0.7040333148952916,BPD,50,Warsof (1977)
12.0,0.6538574759650702,BPD,50,Warsof (1977)
13.0,0.6501451848674406,BPD,50,Warsof (1977)
14.0,0.6760120631090344,BPD,50,Warsof (1977)
15.0,0.6311562657413795,BPD,50,Warsof (1977)
16.0,0.6406830083340385,BPD,50,Warsof (1977)
17.0,0.6319769152012814,BPD,50,Warsof (1977)
18.0,0.6121437351494192,BPD,50,Warsof (1977)
19.0,0.5934492541250986,BPD,50,Warsof (1977)
20.0,0.5849006167934334,BPD,50,Warsof (1977)
21.0,0.5876256130418228,BPD,50,Warsof (1977)
22.0,0.5683137451137079,BPD,50,Warsof (1977)
23.0,0.5689925405745689,BPD,50,Warsof (1977)
24.0,0.5549576894342936,BPD,50,Warsof (1977)
25.0,0.5386640168703388,BPD,50,Warsof (1977)
26.0,0.5406024608776259,BPD,50,Warsof (1977)
27.0,0.5418620082440964,BPD,50,Warsof (1977)
28.0,0.5187717328047233,BPD,50,Warsof (1977)
29.0,0.48733979232583785,BPD,50,Warsof (1977)
30.0,0.49936013507719534,BPD,50,Warsof (1977)
31.0,0.4675888547946592,BPD,50,Warsof (1977)
32.0,0.4594956856142421,BPD,50,Warsof (1977)
33.0,0.45077951231498464,BPD,50,Warsof (1977)
34.0,0.42259493377407326,BPD,50,Warsof (1977)
35.0,0.3960058464550598,BPD,50,Warsof (1977)
36.0,0.37463582357743314,BPD,50,Warsof (1977)
37.0,0.34755025028302966,BPD,50,Warsof (1977)
38.0,0.3274958101311179,BPD,50,Warsof (1977)
39.0,0.3107124422029556,BPD,50,Warsof (1977)
40.0,0.3130110140335306,BPD,50,Warsof (1977)
41.0,0.2842524027063619,BPD,50,Warsof (1977)
42.0,0.27543402387428567,BPD,50,Warsof (1977)
43.0,0.24621233100428402,BPD,50,Warsof (1977)
44.0,0.1675062359263196,BPD,50,Warsof (1977)
10.0,0.2924972031368213,AC,50,Warsof (1977)
11.0,0.295809689745486,AC,50,Warsof (1977)
12.0,0.34230368060951855,AC,50,Warsof (1977)
13.0,0.3473032403528975,AC,50,Warsof (1977)
14.0,0.32338440583742367,AC,50,Warsof (1977)
15.0,0.36707587546747233,AC,50,Warsof (1977)
16.0,0.3572090507685171,AC,50,Warsof (1977)
17.0,0.3660819368911569,AC,50,Warsof (1977)
18.0,0.3870146426599682,AC,50,Warsof (1977)
19.0,0.4056369986496822,AC,50,Warsof (1977)
20.0,0.41323431477429,AC,50,Warsof (1977)
21.0,0.4104236422499984,AC,50,Warsof (1977)
22.0,0.42975617370336666,AC,50,Warsof (1977)
23.0,0.4293163341968438,AC,50,Warsof (1977)
24.0,0.4434513947161459,AC,50,Warsof (1977)
25.0,0.459819006010501,AC,50,Warsof (1977)
26.0,0.45792276192599696,AC,50,Warsof (1977)
27.0,0.4566784521339539,AC,50,Warsof (1977)
28.0,0.47985027306114575,AC,50,Warsof (1977)
29.0,0.5115114389620686,AC,50,Warsof (1977)
30.0,0.49946781720692995,AC,50,Warsof (1977)
31.0,0.5313377082884965,AC,50,Warsof (1977)
32.0,0.5395992395469813,AC,50,Warsof (1977)
33.0,0.54841674604228,AC,50,Warsof (1977)
34.0,0.5767504858547658,AC,50,Warsof (1977)
35.0,0.603318783147192,AC,50,Warsof (1977)
36.0,0.6248357238085221,AC,50,Warsof (1977)
37.0,0.651933497282338,AC,50,Warsof (1977)
38.0,0.6720436136373772,AC,50,Warsof (1977)
39.0,0.6889449414897338,AC,50,Warsof (1977)
40.0,0.6866256263033165,AC,50,Warsof (1977)
41.0,0.7156039704928147,AC,50,Warsof (1977)
42.0,0.7244617818533202,AC,50,Warsof (1977)
43.0,0.7523646250829883,AC,50,Warsof (1977)
44.0,0.8316552222299431,AC,50,Warsof (1977)
10.0,-2.1829478613389447e-5,BPD_AC,50,Warsof (1977)
11.0,8.490202568134214e-5,BPD_AC,50,Warsof (1977)
12.0,0.0037927610328051652,BPD_AC,50,Warsof (1977)
13.0,0.002509359051260216,BPD_AC,50,Warsof (1977)
14.0,0.0005579323932751181,BPD_AC,50,Warsof (1977)
15.0,0.0017303046384210324,BPD_AC,50,Warsof (1977)
16.0,0.00207187483384252,BPD_AC,50,Warsof (1977)
17.0,0.0019081444399521449,BPD_AC,50,Warsof (1977)
18.0,0.0008079396355934402,BPD_AC,50,Warsof (1977)
19.0,0.0008826374378631639,BPD_AC,50,Warsof (1977)
20.0,0.001835589356925361,BPD_AC,50,Warsof (1977)
21.0,0.0019214518214743421,BPD_AC,50,Warsof (1977)
22.0,0.0019027738828593837,BPD_AC,50,Warsof (1977)
23.0,0.0016640154071534752,BPD_AC,50,Warsof (1977)
24.0,0.0015648756102887638,BPD_AC,50,Warsof (1977)
25.0,0.0014919602083482404,BPD_AC,50,Warsof (1977)
26.0,0.0014503866584841684,BPD_AC,50,Warsof (1977)
27.0,0.0014345174208449303,BPD_AC,50,Warsof (1977)
28.0,0.0013551707679502877,BPD_AC,50,Warsof (1977)
29.0,0.0011273711814845972,BPD_AC,50,Warsof (1977)
30.0,0.001150664961712851,BPD_AC,50,Warsof (1977)
31.0,0.001054049995800165,BPD_AC,50,Warsof (1977)
32.0,0.0008858051591634145,BPD_AC,50,Warsof (1977)
33.0,0.0007840921092745321,BPD_AC,50,Warsof (1977)
34.0,0.0006373796090525271,BPD_AC,50,Warsof (1977)
35.0,0.0006603980199739551,BPD_AC,50,Warsof (1977)
36.0,0.0005145180547643924,BPD_AC,50,Warsof (1977)
37.0,0.0005043421299366287,BPD_AC,50,Warsof (1977)
38.0,0.00045005932979375713,BPD_AC,50,Warsof (1977)
39.0,0.0003331053939965144,BPD_AC,50,Warsof (1977)
40.0,0.00035365353580479425,BPD_AC,50,Warsof (1977)
41.0,0.0001353406064324638,BPD_AC,50,Warsof (1977)
42.0,9.735242507265924e-5,BPD_AC,50,Warsof (1977)
43.0,0.0014202514465802543,BPD_AC,50,Warsof (1977)
44.0,0.000838578573801084,BPD_AC,50,Warsof (1977)
10.0,0.7075390811010668,BPD_T,50,Warsof (1977)
11.0,0.704220978486941,BPD_T,50,Warsof (1977)
12.0,0.6577227013747629,BPD_T,50,Warsof (1977)
13.0,0.6527224770638805,BPD_T,50,Warsof (1977)
14.0,0.6766378554206778,BPD_T,50,Warsof (1977)
15.0,0.6329453942684995,BPD_T,50,Warsof (1977)
16.0,0.6428099444009121,BPD_T,50,Warsof (1977)
17.0,0.6339359115907944,BPD_T,50,Warsof (1977)
18.0,0.6130052895982372,BPD_T,50,Warsof (1977)
19.0,0.594382255803063,BPD_T,50,Warsof (1977)
20.0,0.586784588476973,BPD_T,50,Warsof (1977)
21.0,0.5895950182875536,BPD_T,50,Warsof (1977)
22.0,0.5702623783164235,BPD_T,50,Warsof (1977)
23.0,0.5707019421656934,BPD_T,50,Warsof (1977)
24.0,0.55656711512017,BPD_T,50,Warsof (1977)
25.0,0.5401995430774538,BPD_T,50,Warsof (1977)
26.0,0.5420951607315946,BPD_T,50,Warsof (1977)
27.0,0.5433396573277149,BPD_T,50,Warsof (1977)
28.0,0.5201677987891,BPD_T,50,Warsof (1977)
29.0,0.48850784973177486,BPD_T,50,Warsof (1977)
30.0,0.5005502230147848,BPD_T,50,Warsof (1977)
31.0,0.4686809752411972,BPD_T,50,Warsof (1977)
32.0,0.46041976562149506,BPD_T,50,Warsof (1977)
33.0,0.4516023015392651,BPD_T,50,Warsof (1977)
34.0,0.4232692883088837,BPD_T,50,Warsof (1977)
35.0,0.3967011703216273,BPD_T,50,Warsof (1977)
36.0,0.37518460273027937,BPD_T,50,Warsof (1977)
37.0,0.3480868663125894,BPD_T,50,Warsof (1977)
38.0,0.3279769802438637,BPD_T,50,Warsof (1977)
39.0,0.31107569298255033,BPD_T,50,Warsof (1977)
40.0,0.3133948517894855,BPD_T,50,Warsof (1977)
41.0,0.2844186851568334,BPD_T,50,Warsof (1977)
42.0,0.2755589762298576,BPD_T,50,Warsof (1977)
43.0,0.24764483263863235,BPD_T,50,Warsof (1977)
44.0,0.16835635686013373,BPD_T,50,Warsof (1977)
10.0,0.2926829277006681,AC_T,50,Warsof (1977)
11.0,0.29606909054840447,AC_T,50,Warsof (1977)
12.0,0.3462143463668337,AC_T,50,Warsof (1977)
13.0,0.34992217480021137,AC_T,50,Warsof (1977)
14.0,0.3240553500987742,AC_T,50,Warsof (1977)
15.0,0.36890201598276084,AC_T,50,Warsof (1977)
16.0,0.3593714789976007,AC_T,50,Warsof (1977)
17.0,0.3680733615208202,AC_T,50,Warsof (1977)
18.0,0.38790938081721804,AC_T,50,Warsof (1977)
19.0,0.406600596274683,AC_T,50,Warsof (1977)
20.0,0.4151471858280935,AC_T,50,Warsof (1977)
21.0,0.4124217523652135,AC_T,50,Warsof (1977)
22.0,0.4317315215704957,AC_T,50,Warsof (1977)
23.0,0.4310522609763088,AC_T,50,Warsof (1977)
24.0,0.4450862810265409,AC_T,50,Warsof (1977)
25.0,0.4613789692098393,AC_T,50,Warsof (1977)
26.0,0.4594392693731264,AC_T,50,Warsof (1977)
27.0,0.45818054675352216,AC_T,50,Warsof (1977)
28.0,0.481268584252535,AC_T,50,Warsof (1977)
29.0,0.5127003360574127,AC_T,50,Warsof (1977)
30.0,0.5006787229061807,AC_T,50,Warsof (1977)
31.0,0.5324486573797318,AC_T,50,Warsof (1977)
32.0,0.540542047806309,AC_T,50,Warsof (1977)
33.0,0.549258653227127,AC_T,50,Warsof (1977)
34.0,0.5774415262839971,AC_T,50,Warsof (1977)
35.0,0.6040285622326471,AC_T,50,Warsof (1977)
36.0,0.6253979374545118,AC_T,50,Warsof (1977)
37.0,0.6524815269852134,AC_T,50,Warsof (1977)
38.0,0.6725348135954451,AC_T,50,Warsof (1977)
39.0,0.6893172345002815,AC_T,50,Warsof (1977)
40.0,0.6870186994327309,AC_T,50,Warsof (1977)
41.0,0.7157781071886836,AC_T,50,Warsof (1977)
42.0,0.7245931532168128,AC_T,50,Warsof (1977)
43.0,0.7537992993657754,AC_T,50,Warsof (1977)
44.0,0.832504767273572,AC_T,50,Warsof (1977)
10.0,0.7074388247598531,BPD,5,Warsof (1977)
11.0,0.7040333148952916,BPD,5,Warsof (1977)
12.0,0.6538574759650702,BPD,5,Warsof (1977)
13.0,0.6501451848674406,BPD,5,Warsof (1977)
14.0,0.6760120631090344,BPD,5,Warsof (1977)
15.0,0.6311562657413795,BPD,5,Warsof (1977)
16.0,0.6406830083340385,BPD,5,Warsof (1977)
17.0,0.6319769152012814,BPD,5,Warsof (1977)
18.0,0.6121437351494192,BPD,5,Warsof (1977)
19.0,0.5934492541250986,BPD,5,Warsof (1977)
20.0,0.5849006167934334,BPD,5,Warsof (1977)
21.0,0.5876256130418228,BPD,5,Warsof (1977)
22.0,0.5683137451137079,BPD,5,Warsof (1977)
23.0,0.5689925405745689,BPD,5,Warsof (1977)
24.0,0.5549576894342936,BPD,5,Warsof (1977)
25.0,0.5386640168703388,BPD,5,Warsof (1977)
26.0,0.5406024608776259,BPD,5,Warsof (1977)
27.0,0.5418620082440964,BPD,5,Warsof (1977)
28.0,0.5187717328047233,BPD,5,Warsof (1977)
29.0,0.48733979232583785,BPD,5,Warsof (1977)
30.0,0.49936013507719534,BPD,5,Warsof (1977)
31.0,0.4675888547946592,BPD,5,Warsof (1977)
32.0,0.4594956856142421,BPD,5,Warsof (1977)
33.0,0.45077951231498464,BPD,5,Warsof (1977)
34.0,0.42259493377407326,BPD,5,Warsof (1977)
35.0,0.3960058464550598,BPD,5,Warsof (1977)
36.0,0.37463582357743314,BPD,5,Warsof (1977)
37.0,0.34755025028302966,BPD,5,Warsof (1977)
38.0,0.3274958101311179,BPD,5,Warsof (1977)
39.0,0.3107124422029556,BPD,5,Warsof (1977)
40.0,0.3130110140335306,BPD,5,Warsof (1977)
41.0,0.2842524027063619,BPD,5,Warsof (1977)
42.0,0.27543402387428567,BPD,5,Warsof (1977)
43.0,0.24621233100428402,BPD,5,Warsof (1977)
44.0,0.1675062359263196,BPD,5,Warsof (1977)
10.0,0.2924972031368213,AC,5,Warsof (1977)
11.0,0.295809689745486,AC,5,Warsof (1977)
12.0,0.34230368060951855,AC,5,Warsof (1977)
13.0,0.3473032403528975,AC,5,Warsof (1977)
14.0,0.32338440583742367,AC,5,Warsof (1977)
15.0,0.36707587546747233,AC,5,Warsof (1977)
16.0,0.3572090507685171,AC,5,Warsof (1977)
17.0,0.3660819368911569,AC,5,Warsof (1977)
18.0,0.3870146426599682,AC,5,Warsof (1977)
19.0,0.4056369986496822,AC,5,Warsof (1977)
20.0,0.41323431477429,AC,5,Warsof (1977)
21.0,0.4104236422499984,AC,5,Warsof (1977)
22.0,0.42975617370336666,AC,5,Warsof (1977)
23.0,0.4293163341968438,AC,5,Warsof (1977)
24.0,0.4434513947161459,AC,5,Warsof (1977)
25.0,0.459819006010501,AC,5,Warsof (1977)
26.0,0.45792276192599696,AC,5,Warsof (1977)
27.0,0.4566784521339539,AC,5,Warsof (1977)
28.0,0.47985027306114575,AC,5,Warsof (1977)
29.0,0.5115114389620686,AC,5,Warsof (1977)
30.0,0.49946781720692995,AC,5,Warsof (1977)
31.0,0.5313377082884965,AC,5,Warsof (1977)
32.0,0.5395992395469813,AC,5,Warsof (1977)
33.0,0.54841674604228,AC,5,Warsof (1977)
34.0,0.5767504858547658,AC,5,Warsof (1977)
35.0,0.603318783147192,AC,5,Warsof (1977)
36.0,0.6248357238085221,AC,5,Warsof (1977)
37.0,0.651933497282338,AC,5,Warsof (1977)
38.0,0.6720436136373772,AC,5,Warsof (1977)
39.0,0.6889449414897338,AC,5,Warsof (1977)
40.0,0.6866256263033165,AC,5,Warsof (1977)
41.0,0.7156039704928147,AC,5,Warsof (1977)
42.0,0.7244617818533202,AC,5,Warsof (1977)
43.0,0.7523646250829883,AC,5,Warsof (1977)
44.0,0.8316552222299431,AC,5,Warsof (1977)
10.0,-2.1829478613389447e-5,BPD_AC,5,Warsof (1977)
11.0,8.490202568134214e-5,BPD_AC,5,Warsof (1977)
12.0,0.0037927610328051652,BPD_AC,5,Warsof (1977)
13.0,0.002509359051260216,BPD_AC,5,Warsof (1977)
14.0,0.0005579323932751181,BPD_AC,5,Warsof (1977)
15.0,0.0017303046384210324,BPD_AC,5,Warsof (1977)
16.0,0.00207187483384252,BPD_AC,5,Warsof (1977)
17.0,0.0019081444399521449,BPD_AC,5,Warsof (1977)
18.0,0.0008079396355934402,BPD_AC,5,Warsof (1977)
19.0,0.0008826374378631639,BPD_AC,5,Warsof (1977)
20.0,0.001835589356925361,BPD_AC,5,Warsof (1977)
21.0,0.0019214518214743421,BPD_AC,5,Warsof (1977)
22.0,0.0019027738828593837,BPD_AC,5,Warsof (1977)
23.0,0.0016640154071534752,BPD_AC,5,Warsof (1977)
24.0,0.0015648756102887638,BPD_AC,5,Warsof (1977)
25.0,0.0014919602083482404,BPD_AC,5,Warsof (1977)
26.0,0.0014503866584841684,BPD_AC,5,Warsof (1977)
27.0,0.0014345174208449303,BPD_AC,5,Warsof (1977)
28.0,0.0013551707679502877,BPD_AC,5,Warsof (1977)
29.0,0.0011273711814845972,BPD_AC,5,Warsof (1977)
30.0,0.001150664961712851,BPD_AC,5,Warsof (1977)
31.0,0.001054049995800165,BPD_AC,5,Warsof (1977)
32.0,0.0008858051591634145,BPD_AC,5,Warsof (1977)
33.0,0.0007840921092745321,BPD_AC,5,Warsof (1977)
34.0,0.0006373796090525271,BPD_AC,5,Warsof (1977)
35.0,0.0006603980199739551,BPD_AC,5,Warsof (1977)
36.0,0.0005145180547643924,BPD_AC,5,Warsof (1977)
37.0,0.0005043421299366287,BPD_AC,5,Warsof (1977)
38.0,0.00045005932979375713,BPD_AC,5,Warsof (1977)
39.0,0.0003331053939965144,BPD_AC,5,Warsof (1977)
40.0,0.00035365353580479425,BPD_AC,5,Warsof (1977)
41.0,0.0001353406064324638,BPD_AC,5,Warsof (1977)
42.0,9.735242507265924e-5,BPD_AC,5,Warsof (1977)
43.0,0.0014202514465802543,BPD_AC,5,Warsof (1977)
44.0,0.000838578573801084,BPD_AC,5,Warsof (1977)
10.0,0.7075390811010668,BPD_T,5,Warsof (1977)
11.0,0.704220978486941,BPD_T,5,Warsof (1977)
12.0,0.6577227013747629,BPD_T,5,Warsof (1977)
13.0,0.6527224770638805,BPD_T,5,Warsof (1977)
14.0,0.6766378554206778,BPD_T,5,Warsof (1977)
15.0,0.6329453942684995,BPD_T,5,Warsof (1977)
16.0,0.6428099444009121,BPD_T,5,Warsof (1977)
17.0,0.6339359115907944,BPD_T,5,Warsof (1977)
18.0,0.6130052895982372,BPD_T,5,Warsof (1977)
19.0,0.594382255803063,BPD_T,5,Warsof (1977)
20.0,0.586784588476973,BPD_T,5,Warsof (1977)
21.0,0.5895950182875536,BPD_T,5,Warsof (1977)
22.0,0.5702623783164235,BPD_T,5,Warsof (1977)
23.0,0.5707019421656934,BPD_T,5,Warsof (1977)
24.0,0.55656711512017,BPD_T,5,Warsof (1977)
25.0,0.5401995430774538,BPD_T,5,Warsof (1977)
26.0,0.5420951607315946,BPD_T,5,Warsof (1977)
27.0,0.5433396573277149,BPD_T,5,Warsof (1977)
28.0,0.5201677987891,BPD_T,5,Warsof (1977)
29.0,0.48850784973177486,BPD_T,5,Warsof (1977)
30.0,0.5005502230147848,BPD_T,5,Warsof (1977)
31.0,0.4686809752411972,BPD_T,5,Warsof (1977)
32.0,0.46041976562149506,BPD_T,5,Warsof (1977)
33.0,0.4516023015392651,BPD_T,5,Warsof (1977)
34.0,0.4232692883088837,BPD_T,5,Warsof (1977)
35.0,0.3967011703216273,BPD_T,5,Warsof (1977)
36.0,0.37518460273027937,BPD_T,5,Warsof (1977)
37.0,0.3480868663125894,BPD_T,5,Warsof (1977)
38.0,0.3279769802438637,BPD_T,5,Warsof (1977)
39.0,0.31107569298255033,BPD_T,5,Warsof (1977)
40.0,0.3133948517894855,BPD_T,5,Warsof (1977)
41.0,0.2844186851568334,BPD_T,5,Warsof (1977)
42.0,0.2755589762298576,BPD_T,5,Warsof (1977)
43.0,0.24764483263863235,BPD_T,5,Warsof (1977)
44.0,0.16835635686013373,BPD_T,5,Warsof (1977)
10.0,0.2926829277006681,AC_T,5,Warsof (1977)
11.0,0.29606909054840447,AC_T,5,Warsof (1977)
12.0,0.3462143463668337,AC_T,5,Warsof (1977)
13.0,0.34992217480021137,AC_T,5,Warsof (1977)
14.0,0.3240553500987742,AC_T,5,Warsof (1977)
15.0,0.36890201598276084,AC_T,5,Warsof (1977)
16.0,0.3593714789976007,AC_T,5,Warsof (1977)
17.0,0.3680733615208202,AC_T,5,Warsof (1977)
18.0,0.38790938081721804,AC_T,5,Warsof (1977)
19.0,0.406600596274683,AC_T,5,Warsof (1977)
20.0,0.4151471858280935,AC_T,5,Warsof (1977)
21.0,0.4124217523652135,AC_T,5,Warsof (1977)
22.0,0.4317315215704957,AC_T,5,Warsof (1977)
23.0,0.4310522609763088,AC_T,5,Warsof (1977)
24.0,0.4450862810265409,AC_T,5,Warsof (1977)
25.0,0.4613789692098393,AC_T,5,Warsof (1977)
26.0,0.4594392693731264,AC_T,5,Warsof (1977)
27.0,0.45818054675352216,AC_T,5,Warsof (1977)
28.0,0.481268584252535,AC_T,5,Warsof (1977)
29.0,0.5127003360574127,AC_T,5,Warsof (1977)
30.0,0.5006787229061807,AC_T,5,Warsof (1977)
31.0,0.5324486573797318,AC_T,5,Warsof (1977)
32.0,0.540542047806309,AC_T,5,Warsof (1977)
33.0,0.549258653227127,AC_T,5,Warsof (1977)
34.0,0.5774415262839971,AC_T,5,Warsof (1977)
35.0,0.6040285622326471,AC_T,5,Warsof (1977)
36.0,0.6253979374545118,AC_T,5,Warsof (1977)
37.0,0.6524815269852134,AC_T,5,Warsof (1977)
38.0,0.6725348135954451,AC_T,5,Warsof (1977)
39.0,0.6893172345002815,AC_T,5,Warsof (1977)
40.0,0.6870186994327309,AC_T,5,Warsof (1977)
41.0,0.7157781071886836,AC_T,5,Warsof (1977)
42.0,0.7245931532168128,AC_T,5,Warsof (1977)
43.0,0.7537992993657754,AC_T,5,Warsof (1977)
44.0,0.832504767273572,AC_T,5,Warsof (1977)
10.0,0.7074388247598531,BPD,95,Warsof (1977)
11.0,0.7040333148952916,BPD,95,Warsof (1977)
12.0,0.6538574759650702,BPD,95,Warsof (1977)
13.0,0.6501451848674406,BPD,95,Warsof (1977)
14.0,0.6760120631090344,BPD,95,Warsof (1977)
15.0,0.6311562657413795,BPD,95,Warsof (1977)
16.0,0.6406830083340385,BPD,95,Warsof (1977)
17.0,0.6319769152012814,BPD,95,Warsof (1977)
18.0,0.6121437351494192,BPD,95,Warsof (1977)
19.0,0.5934492541250986,BPD,95,Warsof (1977)
20.0,0.5849006167934334,BPD,95,Warsof (1977)
21.0,0.5876256130418228,BPD,95,Warsof (1977)
22.0,0.5683137451137079,BPD,95,Warsof (1977)
23.0,0.5689925405745689,BPD,95,Warsof (1977)
24.0,0.5549576894342936,BPD,95,Warsof (1977)
25.0,0.5386640168703388,BPD,95,Warsof (1977)
26.0,0.5406024608776259,BPD,95,Warsof (1977)
27.0,0.5418620082440964,BPD,95,Warsof (1977)
28.0,0.5187717328047233,BPD,95,Warsof (1977)
29.0,0.48733979232583785,BPD,95,Warsof (1977)
30.0,0.49936013507719534,BPD,95,Warsof (1977)
31.0,0.4675888547946592,BPD,95,Warsof (1977)
32.0,0.4594956856142421,BPD,95,Warsof (1977)
33.0,0.45077951231498464,BPD,95,Warsof (1977)
34.0,0.42259493377407326,BPD,95,Warsof (1977)
